,0,1,2,3,4,5,6,7,8,mean
lon,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-45.5
lat,-10.5,-10.5,-10.5,-11.5,-11.5,-11.5,-12.5,-12.5,-12.5,-11.5
4/1/1996 0:00,132.02,114.35,152.95,121.66,114.4,75.37,96.14,79.72,64.45,105.6733333
5/1/1996 0:00,48.99,22.02,27.44,42.63,34.12,33.04,48.64,17.84,12.8,31.94666667
6/1/1996 0:00,0.02,0.31,9.45,0.02,0.08,0.59,1.47,0.04,0.21,1.354444444
7/1/1996 0:00,0,0,0.1,0.01,0.02,0.02,0.01,0.05,0.1,0.034444444
8/1/1996 0:00,0.16,0,1.65,0.24,0.3,0.57,1.22,1.11,0.96,0.69
9/1/1996 0:00,12.56,0.25,0.18,0.88,0.23,0.4,4.45,0.78,1.21,2.326666667
10/1/1996 0:00,112.53,27.98,50.13,119.89,118.72,68.18,148.14,157.1,85.72,98.71
11/1/1996 0:00,242.65,169.32,156.66,330.85,233.54,232.18,301.9,309.18,200.85,241.9033333
12/1/1996 0:00,160.89,72.97,111.65,214.79,114.31,99.58,240.73,172.27,110.66,144.2055556
1/1/1997 0:00,303.21,279.86,225.29,300.65,177.41,184.7,317.76,181.57,167.8,237.5833333
2/1/1997 0:00,161.76,118.62,109.09,152.86,128.65,115.89,176.67,112.84,112.33,132.0788889
3/1/1997 0:00,397.77,510.05,405.97,350.34,383.74,344.92,433.01,421.8,407.36,406.1066667
4/1/1997 0:00,156.73,73.48,81.88,164.14,112.6,94.69,183.77,182.77,177.52,136.3977778
5/1/1997 0:00,17.35,6.96,2.76,48.81,33.09,18.27,21.37,11.15,9.58,18.81555556
6/1/1997 0:00,3.33,6.88,1.96,5.34,12.68,4.27,3.59,8.61,8.36,6.113333333
7/1/1997 0:00,0,0,0.06,0.01,0.02,0.02,0.05,0.05,0.88,0.121111111
8/1/1997 0:00,0.04,0,0.11,0,0.01,0.22,0.21,0.01,0.62,0.135555556
9/1/1997 0:00,37.01,5.26,0.96,39.86,6.12,4.61,28.63,8.42,11.55,15.82444444
10/1/1997 0:00,97.37,108.42,163.78,86.04,98.31,119.84,132.73,112.57,108.43,114.1655556
11/1/1997 0:00,106.4,97.6,58.8,100.65,89.9,55.28,126.49,73.55,44.95,83.73555556
12/1/1997 0:00,166.15,65.34,132.59,156.62,103.85,140.97,167.23,130.87,119.06,131.4088889
1/1/1998 0:00,220.97,159.51,180.23,247.64,204.01,176.31,239.87,175.67,150.01,194.9133333
2/1/1998 0:00,206.14,140.77,135.52,235.16,208.6,160.89,275.55,192.3,179.27,192.6888889
3/1/1998 0:00,108.47,86.53,100.25,143.31,46.19,97.96,130.89,57.17,70.36,93.45888889
4/1/1998 0:00,27.67,31.9,14.17,18.37,16.55,16.87,31.8,6.35,18.56,20.24888889
5/1/1998 0:00,41.43,4.66,8.21,65.03,26.18,12.64,20.22,13.2,5.1,21.85222222
6/1/1998 0:00,1.17,0.3,0.27,0.15,0.38,0.43,0.18,1.65,1.03,0.617777778
7/1/1998 0:00,2.21,0.01,0.65,0.01,0.02,0.02,0,0.05,0.08,0.338888889
8/1/1998 0:00,0.05,0,0.11,0.34,0.49,0.22,0.72,1.55,0.62,0.455555556
9/1/1998 0:00,1.82,0.1,0.18,3.88,0.17,0.37,5.23,0.04,1.24,1.447777778
10/1/1998 0:00,86.05,73.22,48.67,68.65,111.86,59.24,52.28,74.54,56.06,70.06333333
11/1/1998 0:00,231.61,254.06,286.79,337.51,289.44,261.17,255.36,256.43,272.09,271.6066667
12/1/1998 0:00,217.4,194.57,183.67,256.13,178.72,127.04,248.58,200.44,187.1,199.2944444
1/1/1999 0:00,224.7,127.29,105.44,221.04,126.43,73.35,219.32,116.69,69.79,142.6722222
2/1/1999 0:00,216.87,264.42,155.11,207.93,205.67,134.43,210.54,207.21,207.89,201.1188889
3/1/1999 0:00,151.38,133.56,109.77,192.91,128.31,112.28,174.28,124.44,134.52,140.1611111
4/1/1999 0:00,39.78,33.57,13.84,31.83,18.92,16.54,27.11,10.63,23.47,23.96555556
5/1/1999 0:00,37.77,8.23,14.22,40.06,13.55,12.77,29.4,13.71,8.48,19.79888889
6/1/1999 0:00,0.03,0.33,0.43,0.02,0.51,0.7,0.2,0.01,0.29,0.28
7/1/1999 0:00,0,0,0.06,0.01,0.02,0.02,0.01,0.05,0.08,0.027777778
8/1/1999 0:00,0.04,0,0.23,0,0.33,1.55,0.23,0.12,0.82,0.368888889
9/1/1999 0:00,30.64,14.38,31.49,57.44,23.68,31.98,25.12,14.06,17.67,27.38444444
10/1/1999 0:00,130.01,54.42,77.09,161.26,172.79,112.49,137.7,152.67,166.31,129.4155556
11/1/1999 0:00,240.2,279.47,211.5,277.08,327.59,287.78,287.72,351.72,310.22,285.92
12/1/1999 0:00,338.51,255.63,222.6,362.96,328.28,261.55,325.45,275.16,271.45,293.51
1/1/2000 0:00,202.72,213.58,233.17,264.76,202.38,208.94,272.22,159.63,162.62,213.3355556
2/1/2000 0:00,281.77,236.74,264.19,281.33,243.22,240.14,225.91,220.62,199.25,243.6855556
3/1/2000 0:00,212.38,152.04,120.69,283.05,131.75,106.04,273.8,168.23,95.76,171.5266667
4/1/2000 0:00,109.54,84.62,101.58,101.79,50.93,69.01,138.48,55.15,64.36,86.16222222
5/1/2000 0:00,0.95,4.11,1.93,0.09,2.65,3.43,0.03,0.28,2.14,1.734444444
6/1/2000 0:00,0.02,0.56,0.29,0.06,0.28,0.27,0.2,0.14,0.46,0.253333333
7/1/2000 0:00,8.83,0.35,6.17,4.01,0.33,1.99,1.16,0.4,0.02,2.584444444
8/1/2000 0:00,0.05,0.04,0.14,0.39,0.03,0.86,1.17,0.12,8.17,1.218888889
9/1/2000 0:00,26.18,10.24,12.76,42.92,50.59,19.06,36.65,35.49,30.64,29.39222222
10/1/2000 0:00,90.89,72,31.15,104.02,82.39,29.02,78.23,86.67,69.29,71.51777778
11/1/2000 0:00,195.93,215.45,282.81,265.04,240.26,273.87,298.63,214.8,213.17,244.44
12/1/2000 0:00,415.93,309.2,332.39,428.54,292.39,279.2,330.4,281.27,238.54,323.0955556
1/1/2001 0:00,94.16,62.51,51.6,84.53,52.73,32.46,120.6,83.2,34.34,68.45888889
2/1/2001 0:00,210,112.65,176.93,192.62,113.58,114.3,222.47,73.14,56.47,141.3511111
3/1/2001 0:00,182.53,182.99,147.44,218.11,160.18,117.82,243.83,188.03,129,174.4366667
4/1/2001 0:00,72.09,66.94,68.25,90.92,25.34,43.47,80.73,32.51,30.7,56.77222222
5/1/2001 0:00,23.38,20.92,22.89,50.36,16.34,18.27,35.05,14.09,15.68,24.10888889
6/1/2001 0:00,0.05,0.56,0.35,0.14,0.09,0.24,0.21,0.05,0.37,0.228888889
7/1/2001 0:00,0,0,0,0,0,0.03,0.03,0.45,1.12,0.181111111
8/1/2001 0:00,0.04,0.05,0.13,4.74,0.33,0.19,6.24,0.26,0.79,1.418888889
9/1/2001 0:00,41.05,13.27,5.95,18.12,10.67,5.5,18.96,15.34,21.17,16.67
10/1/2001 0:00,124.77,98.7,134.4,179.51,117.07,137.41,199.05,125.82,103.46,135.5766667
11/1/2001 0:00,198.93,133.81,135.5,265.95,153.55,127.18,264.41,168.76,148.28,177.3744444
12/1/2001 0:00,145.77,165.56,205.56,227.17,152.78,185.88,254.3,158.88,151.99,183.0988889
1/1/2002 0:00,357.68,281.58,264.41,248.32,162.95,204.55,367.63,190.21,170.71,249.7822222
2/1/2002 0:00,149.37,112.59,88.68,102.92,71.94,103.16,152.11,87.08,119.56,109.7122222
3/1/2002 0:00,106.1,64.47,60.15,157.66,49.38,43.25,164.25,81.65,53.59,86.72222222
4/1/2002 0:00,91.97,74.76,68.35,85.56,56.05,64.26,79.5,51.04,55.98,69.71888889
5/1/2002 0:00,22.26,23.37,24.64,21.91,18.95,28.82,23.01,16.17,23.68,22.53444444
6/1/2002 0:00,0.02,0.58,0.29,0.01,0.03,0.17,0.2,0.01,0.2,0.167777778
7/1/2002 0:00,0.36,0,0.16,2.51,2.13,3.41,1.18,4.52,4.8,2.118888889
8/1/2002 0:00,0.03,0.04,0.49,0,0.01,0.22,0.22,0.01,0.78,0.2
9/1/2002 0:00,29.9,22.4,26.66,22.36,21.86,43.18,75.77,23.55,30.12,32.86666667
10/1/2002 0:00,68.74,17.05,9.63,33.06,16.27,21.99,58.68,44.59,42.52,34.72555556
11/1/2002 0:00,87.39,63.85,56.79,117.65,71.74,76.6,99.08,84.3,91.14,83.17111111
12/1/2002 0:00,282.34,244.37,231.27,318.07,272.66,248.37,281.57,278.9,260.95,268.7222222
1/1/2003 0:00,296.82,258.95,224.39,332.91,192.31,185.14,264.45,212.78,177.98,238.4144444
2/1/2003 0:00,134.23,195.41,149.34,165.63,127.27,96.15,211.18,137.74,80.72,144.1855556
3/1/2003 0:00,195.16,126.72,154.03,299.67,85.33,173.6,241.29,115.66,142.09,170.3944444
4/1/2003 0:00,87.39,69.09,41.02,133.02,58.09,35.03,147.95,101.05,74.05,82.96555556
5/1/2003 0:00,60.58,14.16,22.47,58.85,18.06,24.85,39.41,20.82,12.83,30.22555556
6/1/2003 0:00,0.01,0.58,0.18,0.01,0.03,0.15,0.27,0.01,0.19,0.158888889
7/1/2003 0:00,0,0,0.01,0,0,0.04,0.01,0.05,0.01,0.013333333
8/1/2003 0:00,23.99,12.71,8.91,34.25,11.05,5.53,20.15,24.75,24.87,18.46777778
9/1/2003 0:00,24.06,5.26,1.96,28.42,21.35,4.39,30.2,26.76,11.27,17.07444444
10/1/2003 0:00,38.89,40.57,30.09,37.02,19.9,22.66,59.63,45.68,41.07,37.27888889
11/1/2003 0:00,171.75,161.81,114.46,160.71,162.06,141.24,222.41,174.87,144.51,161.5355556
12/1/2003 0:00,156.22,94.61,76.74,157.01,97.08,64.12,187.11,155.09,118.29,122.9188889
1/1/2004 0:00,347.87,385.04,430.28,455.48,364.81,415.47,517.86,347.22,384.46,405.3877778
2/1/2004 0:00,333.97,208.99,179.98,406.33,223.36,174.48,390.68,275.15,202.59,266.17
3/1/2004 0:00,181.53,165.74,159.6,234.99,229.33,206.72,291.45,216.66,184.96,207.8866667
4/1/2004 0:00,85.6,33.03,16.8,162.23,27.67,19.97,239.02,56.64,42.37,75.92555556
5/1/2004 0:00,0.32,3.03,2.83,4.03,2.33,3.12,8.76,3.35,0.72,3.165555556
6/1/2004 0:00,0.42,0.82,0.2,0.01,0.03,0.16,0.21,0.06,0.19,0.233333333
7/1/2004 0:00,0.11,0,0.01,0.03,0,0.02,0.05,0.05,0,0.03
8/1/2004 0:00,8.13,3.15,1.5,12.79,2.72,0.68,6.74,6.37,6.35,5.381111111
9/1/2004 0:00,4.15,0,0,0,0.01,0.06,0.54,0.02,2.11,0.765555556
10/1/2004 0:00,80.19,37.11,41.33,79.05,53.89,77.31,87.57,55.86,75.41,65.30222222
11/1/2004 0:00,134.22,179.13,171.3,149.83,201.27,143.03,166.95,119.38,130.39,155.0555556
12/1/2004 0:00,104.2,47.56,61.06,151.19,86.29,73.65,188.31,160.87,112.33,109.4955556
1/1/2005 0:00,202.27,168.39,166.88,327.17,133.45,193.79,283,149.9,228.17,205.8911111
2/1/2005 0:00,239.6,290.16,230.62,241.41,220.54,213.71,268.56,168.87,231.32,233.8655556
3/1/2005 0:00,315.79,178.55,118.58,398.56,197.06,104.23,492.9,267.43,135.84,245.4377778
4/1/2005 0:00,85.64,136.54,105.41,67.08,98.33,73.15,112.39,52.51,63.01,88.22888889
5/1/2005 0:00,31.43,58.65,43.98,56.86,97.3,29.27,56.6,57.74,46.75,53.17555556
6/1/2005 0:00,0.01,0.58,0.21,0.02,0.03,0.16,0.26,0.25,0.19,0.19
7/1/2005 0:00,0,0,0.01,0,0,0.02,0.17,0.5,0.01,0.078888889
8/1/2005 0:00,0.04,0.04,0.49,0.01,0.01,0.2,0.25,0.01,0.75,0.2
9/1/2005 0:00,38.35,7.49,3.38,22.66,19.13,7.56,40.41,15.71,14.89,18.84222222
10/1/2005 0:00,15.97,20.03,30.65,6.73,28.37,39.72,22.19,9.53,33.13,22.92444444
11/1/2005 0:00,158.88,174.95,148.73,219.1,194.47,181.36,299.25,210.92,186.95,197.1788889
12/1/2005 0:00,184.55,156.12,136.95,292.02,202.76,139.06,290.47,267.61,206.61,208.4611111
1/1/2006 0:00,87.49,46.79,26.17,64.27,12.54,26.47,107.32,44.38,18.46,48.21
2/1/2006 0:00,188.82,204.28,168.12,190.22,146.03,124.26,167.42,122.8,106.37,157.5911111
3/1/2006 0:00,257.85,271.43,250.65,284.88,273.66,253.93,290.64,240.36,254.01,264.1566667
4/1/2006 0:00,230.68,186.06,173.75,151.88,155.72,158.25,219.93,123.93,129.04,169.9155556
5/1/2006 0:00,56.54,6.32,7.41,88.64,23.8,21.99,57.83,52.09,60.81,41.71444444
6/1/2006 0:00,0.03,2.19,1.23,0.14,0.29,0.21,0.2,0.01,0.78,0.564444444
7/1/2006 0:00,0,0,0,0,0,0.02,0.01,0.05,0,0.008888889
8/1/2006 0:00,0.7,0.03,0.49,0,0.01,0.24,0.45,0.06,1.06,0.337777778
9/1/2006 0:00,86.63,46.18,22.33,89.54,23.64,9.57,42.25,22.8,14.79,39.74777778
10/1/2006 0:00,174.53,122.98,121.88,194.21,172.92,124.98,186.48,148.49,156.4,155.8744444
11/1/2006 0:00,114.86,94.96,120.81,159.95,150.06,137.2,159.33,199.43,138.2,141.6444444
12/1/2006 0:00,138.56,85.47,119.04,236.05,129.19,128,247.65,140.18,93.38,146.3911111
1/1/2007 0:00,203.52,144.16,127.08,271.37,241.26,99.19,151.55,120.63,79.84,159.8444444
2/1/2007 0:00,347.52,278.09,288.69,314.05,203.39,297.27,368.09,253.91,295.3,294.0344444
3/1/2007 0:00,76.07,51.73,54.98,91.64,40.6,30.98,103,44.8,31.57,58.37444444
4/1/2007 0:00,95.25,72.13,56.38,51.93,35.97,52.53,30.17,35.43,49.81,53.28888889
5/1/2007 0:00,2.88,1.4,1.61,11.67,1.92,4.03,18.61,1.97,7.26,5.705555556
6/1/2007 0:00,0.1,0.57,0.34,1.4,0.08,0.19,1.68,0.04,0.19,0.51
7/1/2007 0:00,0,0,0.01,0.11,0.01,0.02,0.29,0.06,0,0.055555556
8/1/2007 0:00,0.07,0.03,0.49,0.02,0.01,0.2,0.05,0.01,0.75,0.181111111
9/1/2007 0:00,5.2,0,0,4.45,0.12,0.03,2.47,0.09,1.92,1.586666667
10/1/2007 0:00,28.05,13.76,10.13,26.22,9.75,8.28,38.04,34.81,27.43,21.83
11/1/2007 0:00,104.52,245.53,209.68,109.52,193.38,179.41,167.97,162.01,112.49,164.9455556
12/1/2007 0:00,151.23,78.26,83.36,163.99,73.3,119.91,148.9,106.59,121.44,116.3311111
1/1/2008 0:00,175.85,109.96,98.71,161.21,81.44,90.49,199.83,141.58,121.58,131.1833333
2/1/2008 0:00,251.93,310.66,243.93,224.01,209.85,208.02,178.32,134.05,149.73,212.2777778
3/1/2008 0:00,294,176.29,170.55,260.73,174.25,183.94,235.69,222.58,220.31,215.3711111
4/1/2008 0:00,93.77,86.62,97.46,128.05,112.39,121.02,171.57,79.31,105.41,110.6222222
5/1/2008 0:00,27.02,2.67,2.95,14.34,15.41,14.34,7.31,12.76,8.86,11.74
6/1/2008 0:00,0.01,0.56,0.18,0.01,0.03,0.15,0.2,0.01,0.19,0.148888889
7/1/2008 0:00,0,0,0.01,0,0,0.02,0.01,0.05,0,0.01
8/1/2008 0:00,0.03,0.03,0.48,0,0.01,0.2,0.57,0.41,0.75,0.275555556
9/1/2008 0:00,21.24,7.18,3.95,42.54,30.42,2.76,15.66,19.45,24.41,18.62333333
10/1/2008 0:00,14.33,6.21,4.48,2.43,4.95,2.01,15.74,4.27,10.7,7.235555556
11/1/2008 0:00,286.97,257.15,189.06,335.49,264.37,166.48,390.38,220.53,174.44,253.8744444
12/1/2008 0:00,221.87,179.65,163.11,302.97,173.27,184.46,394.74,199.31,185.95,222.8144444
1/1/2009 0:00,273.16,177.01,153.16,292.37,174.06,177.31,246.06,204.27,170.08,207.4977778
2/1/2009 0:00,209.16,199.06,177.46,189.27,129.22,136.08,145.69,84.02,96.47,151.8255556
3/1/2009 0:00,220.85,122.02,161.74,216.5,147.8,163.88,157.66,142.59,144.6,164.1822222
4/1/2009 0:00,243.29,208.09,158,307.46,178.03,153.61,282.97,227.27,214.46,219.2422222
5/1/2009 0:00,129.2,110.8,68.42,168.3,94.18,43.64,143.86,79.45,47.39,98.36
6/1/2009 0:00,22.26,37.72,43.77,39.23,35.78,32.05,24.43,29.09,28.75,32.56444444
7/1/2009 0:00,0,0,0.01,0,0,0.02,0.33,0.05,0,0.045555556
8/1/2009 0:00,0.12,0.02,0.49,0.02,0.01,0.2,0.49,0.01,0.81,0.241111111
9/1/2009 0:00,39.72,9.52,1.05,24.34,4.12,4.13,34.04,8.11,12.84,15.31888889
10/1/2009 0:00,222.79,291.2,245.67,233.52,276.18,179.08,254.28,181.86,224.19,234.3077778
11/1/2009 0:00,149.19,83.44,46.6,185.16,107.81,45.5,154.13,118.2,73.45,107.0533333
12/1/2009 0:00,222.8,123.51,129.49,334.29,206.46,187.33,258.12,216.04,238.79,212.9811111
1/1/2010 0:00,174.35,79.54,61.4,231.17,78.89,49.56,227.95,79.39,57.21,115.4955556
2/1/2010 0:00,154.69,134.78,123.37,191.34,108.74,74.85,156.67,83.24,66.2,121.5422222
3/1/2010 0:00,180.57,109.65,116.24,268.46,205.86,120.64,259.75,211.09,194.51,185.1966667
4/1/2010 0:00,96.25,111.35,122.39,92.73,67.74,117.42,85.29,58.38,124.5,97.33888889
5/1/2010 0:00,47.07,37.64,23.51,25.36,19.48,21.56,13.34,14.59,11.22,23.75222222
6/1/2010 0:00,0.03,0.54,0.23,0.01,0.03,0.14,0.13,0.01,0.19,0.145555556
7/1/2010 0:00,0,0.97,1.65,0,0.11,2.34,0.01,0.07,0.45,0.622222222
8/1/2010 0:00,0.03,0.03,0.49,0,0.01,0.2,0.15,0.01,0.75,0.185555556
9/1/2010 0:00,3.9,4.9,1.91,15.66,3.71,4.83,15.29,4.7,10.16,7.228888889
10/1/2010 0:00,129.68,124.53,103.55,117.99,97.84,87.36,145.87,129.1,101.64,115.2844444
11/1/2010 0:00,125.44,102.93,99.72,181.11,161.39,160.46,185.79,170.78,179.86,151.9422222
12/1/2010 0:00,250.44,125.66,122.32,204.91,166.09,112.11,220.15,158.88,181.3,171.3177778
1/1/2011 0:00,216.46,142.89,122.75,232.23,128.15,175.89,209.75,147.64,176.96,172.5244444
2/1/2011 0:00,259.35,172.22,167.67,276.06,165.53,155.74,312.9,187.22,154.04,205.6366667
3/1/2011 0:00,206.84,174.55,217.07,286.22,164.35,188.07,347.97,149.98,177.61,212.5177778
4/1/2011 0:00,99,25.55,63.55,161.84,44.62,45.13,106.31,45.47,45.33,70.75555556
5/1/2011 0:00,31.09,8.1,1.53,46.64,14.4,1.66,47.56,17.4,3.22,19.06666667
6/1/2011 0:00,0,0,0,1.08,0.02,0.11,1.54,0.08,0.1,0.325555556
7/1/2011 0:00,0,0,0,0.25,0.41,0,0.16,0.33,0,0.127777778
8/1/2011 0:00,0,0,0.79,0.01,0.13,0.03,0,0.06,0.5,0.168888889
9/1/2011 0:00,0,0,1,3.44,0.97,0.48,1.74,0,2.5,1.125555556
10/1/2011 0:00,131.7,151.92,90.8,158.66,170.43,129.03,167.3,171.63,171.69,149.24
11/1/2011 0:00,246.31,203.17,119.83,314.62,242.67,167,339.84,253.97,193.37,231.1977778
12/1/2011 0:00,258.61,205.86,170.12,318.3,236.65,190.2,345.32,263.05,211.77,244.4311111
1/1/2012 0:00,298.74,154.1,99.84,291.33,158.71,98.78,326.17,180.89,103.16,190.1911111
2/1/2012 0:00,229.75,98.87,76.2,184.29,90.04,72.93,188.23,94.69,77.29,123.5877778
3/1/2012 0:00,112.22,64.88,94.35,143.53,62.72,66.33,156.29,78.77,61.74,93.42555556
4/1/2012 0:00,93.08,36.56,25.72,81.01,19.93,14.96,78.59,22.84,19.54,43.58111111
5/1/2012 0:00,47.52,8.94,4.85,38.88,12.53,5.18,35.14,15.01,11.92,19.99666667
6/1/2012 0:00,5.2,0.28,0.03,2.25,0.21,0.38,1.58,0.48,0.85,1.251111111
7/1/2012 0:00,0,0,0,0.25,0.41,0,0.16,0.33,0,0.127777778
8/1/2012 0:00,0,0,0.38,0.01,0.13,0.01,0,0.06,0.48,0.118888889
9/1/2012 0:00,0.18,0.04,1.19,7.27,1.84,0.79,5.12,0.2,3.04,2.185555556
10/1/2012 0:00,36.39,10.79,10.95,18.45,15.85,7.96,18.88,14.27,32.29,18.42555556
11/1/2012 0:00,272.14,281.68,203.55,360.5,319.55,257.49,384.48,329.15,301.14,301.0755556
12/1/2012 0:00,68.45,19.76,63.05,94.57,32.88,38.19,115.2,56.34,22.74,56.79777778
1/1/2013 0:00,398.57,337.26,231.68,455.98,352.24,266.26,480.99,359.81,275.64,350.9366667
2/1/2013 0:00,135.18,65.2,56.53,86.21,48.88,57.68,85.97,48.34,68.11,72.45555556
3/1/2013 0:00,224.21,100.72,97.58,180.16,96.19,91.29,189.98,121.61,100.31,133.5611111
4/1/2013 0:00,100.85,101.44,104.34,152.38,86.5,82.97,168.92,95.69,78.85,107.9933333
5/1/2013 0:00,38.15,6.99,2.23,37.87,11.3,2.06,36.47,13.58,5.3,17.10555556
6/1/2013 0:00,1.07,0.11,0,4.94,0.43,0.56,5.85,1.67,5.68,2.256666667
7/1/2013 0:00,0,0,0,0.25,0.41,0,0.16,0.33,0,0.127777778
8/1/2013 0:00,0,0,0.02,0.06,0.25,0.02,0.01,0.4,0.93,0.187777778
9/1/2013 0:00,5.64,1.04,0.43,10.3,5.54,2.19,8.21,4.74,6.82,4.99
10/1/2013 0:00,89.63,53.44,35.27,101.5,63.04,36.84,108.95,73.76,78.99,71.26888889
11/1/2013 0:00,190.55,192.2,178.02,202.69,201.02,196.86,213.61,213.39,228.04,201.82
12/1/2013 0:00,383.49,315.87,326.55,362.59,290.95,300.43,369.69,297.11,269.29,323.9966667
1/1/2014 0:00,137.45,48.18,28.26,182.3,58.02,20.87,205.72,75.78,25.05,86.84777778
2/1/2014 0:00,150.72,90.37,83.27,136.31,96.28,88.3,142.59,111.77,121.51,113.4577778
3/1/2014 0:00,163.85,123.3,144.19,232.83,123.72,114.31,255.37,147.26,117.36,158.0211111
4/1/2014 0:00,102.02,95.18,105.33,165.29,102.1,90.53,171.28,113.31,99.25,116.0322222
5/1/2014 0:00,37.52,9.8,4.37,43.07,10.45,3.19,45.89,17.18,6.65,19.79111111
6/1/2014 0:00,0.27,2.76,3.4,1.28,0.95,2.59,1.62,0.39,0.76,1.557777778
7/1/2014 0:00,0.2,0,0,0.25,0.44,0,0.16,0.42,0.01,0.164444444
8/1/2014 0:00,0.1,0,0.06,0.19,0.25,0.03,0,0.12,0.49,0.137777778
9/1/2014 0:00,17.9,2.7,4.24,12.7,7.96,4.22,6.5,7.08,9.48,8.086666667
10/1/2014 0:00,62.71,52.12,51.44,117.98,58.5,34.44,133.69,55.98,33.79,66.73888889
11/1/2014 0:00,234.82,199.26,191.04,343.75,221.52,184.93,366.39,230.95,176.23,238.7655556
12/1/2014 0:00,258.32,190.4,181.67,268.24,240.86,214.45,273.11,252.43,199.6,231.0088889
1/1/2015 0:00,149.24,145.04,120.58,88.57,148.03,141.62,92.52,132.56,133.74,127.9888889
2/1/2015 0:00,233.77,205,178,168.14,145.66,155,175.48,146.57,169.07,175.1877778
3/1/2015 0:00,275.44,142.93,92.19,265.94,130.76,89.91,281.49,175.42,129.52,175.9555556
4/1/2015 0:00,232.72,173.56,160.2,392.48,205.87,158.36,407.46,248.58,202.21,242.3822222
5/1/2015 0:00,13.82,4.34,11.49,21.95,11.65,8.03,21.87,14.59,16.2,13.77111111
6/1/2015 0:00,0.11,0.38,0.18,1.21,0.07,0.35,1.62,0.39,0.27,0.508888889
7/1/2015 0:00,0.26,0,0,0.26,0.44,0,0.16,0.42,0.01,0.172222222
8/1/2015 0:00,0,0,0.06,0.03,0.25,0.02,0.01,0.4,0.93,0.188888889
9/1/2015 0:00,7.13,1.4,0.42,6.85,2.17,0.52,3.87,0.34,3.12,2.868888889
10/1/2015 0:00,41.44,45.27,46.23,41.78,39.41,33.69,50.42,26.4,29.65,39.36555556
11/1/2015 0:00,111.62,113.67,102.19,112.31,125.17,119.32,138.56,128.72,123.09,119.4055556
12/1/2015 0:00,57.64,18.98,32.38,35.18,12.31,20.78,43.24,13.02,3.59,26.34666667
1/1/2016 0:00,512.9,710.56,773.25,398.55,617.13,716.79,378.84,492.7,540.63,571.2611111
2/1/2016 0:00,31.37,46.03,65.46,53.7,25.57,38.24,71.62,16.54,30.04,42.06333333
3/1/2016 0:00,120.19,52.17,41.29,134.74,63.49,45.15,146.71,96.18,72.77,85.85444444
4/1/2016 0:00,12.85,11.42,14.23,24.9,4.76,9.74,22.99,6.77,22.96,14.51333333
5/1/2016 0:00,5.48,0,0,9.06,0.76,0.09,6.67,2.89,2.38,3.036666667
6/1/2016 0:00,22.57,11.29,0.95,8.9,2.55,0.97,9.95,4.79,3.01,7.22
7/1/2016 0:00,0.2,0,0,0.26,0.44,0,0.16,0.37,0.01,0.16
8/1/2016 0:00,0,0,0.02,0.06,0.25,0.02,0.21,0.52,0.94,0.224444444
9/1/2016 0:00,43.28,19.79,17.24,50.36,24.62,17.49,46.35,24.92,16.92,28.99666667
10/1/2016 0:00,77.11,58.41,56.34,82.83,84.32,59.95,83.44,89.24,94.49,76.23666667
11/1/2016 0:00,155.76,125.5,105.88,167.5,137.35,127.5,178,138.96,132.01,140.94
12/1/2016 0:00,166.39,148.28,157.48,189.78,137.34,141.63,206.29,122.39,70.28,148.8733333
1/1/2017 0:00,179.96,185.27,190.65,90.19,89.19,124.87,93.42,35.66,42.12,114.5922222
2/1/2017 0:00,229.49,263.73,277.23,254.37,246.03,251.27,265.59,228.33,220.34,248.4866667
3/1/2017 0:00,173.79,136.56,141.59,285.28,166.43,138.83,311.15,181.27,119.92,183.8688889
4/1/2017 0:00,114.07,84.01,47.66,47.56,31.48,43.96,42.4,39.31,74.69,58.34888889
5/1/2017 0:00,12.49,0.31,0.5,29.99,6.46,0.14,32.31,12.57,3.8,10.95222222
6/1/2017 0:00,2.22,1.39,0.18,1.18,0.08,0.33,1.54,0.12,0.14,0.797777778
7/1/2017 0:00,0.18,0,0,0.26,0.43,0,0.15,0.34,0.01,0.152222222
8/1/2017 0:00,0,0,0.21,0.03,0.24,0.03,0,0.32,0.99,0.202222222
9/1/2017 0:00,2.48,0.28,0.41,3.72,1.79,0.62,1.61,0.16,3.37,1.604444444
10/1/2017 0:00,51.61,36.44,24.35,7.16,13.59,8.01,8.46,4.54,20.27,19.38111111
11/1/2017 0:00,167.87,113.5,94.36,187.75,114.91,92.32,208.18,133.75,112.89,136.17
12/1/2017 0:00,196.04,148.39,178.98,169.87,122.58,127.33,180.32,125.29,92.61,149.0455556
1/1/2018 0:00,159.99,104.04,96,201.59,105.96,67.49,227.32,135.35,110.17,134.2122222
2/1/2018 0:00,229.19,198.11,198.67,266.8,225.94,216.39,273.93,248.99,269.02,236.3377778
3/1/2018 0:00,208.85,156.45,151.97,275.56,187.32,155.79,291.34,216.14,170.94,201.5955556
4/1/2018 0:00,143.63,84.48,74.74,170.1,82.75,70.61,169.43,87.8,68.45,105.7766667
5/1/2018 0:00,2.27,0,0,12.67,1.02,0.06,11.72,3.34,1.35,3.603333333
6/1/2018 0:00,0.12,0.74,0.84,1.19,0.13,0.81,1.58,0.35,0.35,0.678888889
